quan_cu,phuong_xa,duong_pho,ngo,dien_tich_thuc_te_m,dien_tich_tren_so_m,so_tang,hinh_so_o_thua_at,hien_trang_nha,ket_cau_nha,noi_that,co_thang_may_khong,so_phong_ngu,so_phong_ve_sinh,o_rong_mat_tien_tren_so_m,o_rong_mat_tien_thuc_te_m,chieu_sau_m,o_rong_uong_truoc_nha_m,co_via_he_neu_co_thi_ien_so_met,khoang_cach_ra_uong_o_to,khoang_cach_ra_uong_o_to_tranh,khoang_cach_ra_mat_pho,o_rong_uong_nho_nhat_khi_i_vao_nha,vi_tri_so_may_theo_quy_inh_nha_nuoc,ngo_thong_hay_ngo_cut,nha_nam_cuoi_ngo_cut,nha_may_mat_thoang,o_rong_mat_thoang_ben_canh_neu_co_thi_ien_so_met,o_rong_mat_thoang_ang_sau_nha_neu_co_thi_ien_so_met,khu_vuc_thuan_e_o_khong_kinh_doanh_buon_ban,khu_vuc_doanh_doanh_sam_uat,khu_vuc_kinh_doanh_nho,khu_vuc_kinh_doanh_van_phong,nha_ang_cho_thue,dong_tien_ang_cho_thue_bao_nhieu_1_nam,gan_truong_hoc_mam_non,gan_truong_hoc_cap_1,gan_truong_hoc_cap_2,gan_truong_hoc_cap_3,gan_truong_ai_hoc,gan_cong_vien,gan_benh_vien,gan_cho,gan_trung_tam_thuong_mai_khu_o_thi,khu_dan_tri_thap,khu_dan_tri_cao,gan_bai_o_xe_o_to,ha_tang_xay_dung_xung_quanh,cot_ien_truoc_nha,tram_ien_bien_ap_truoc_nha,cay_truoc_to_truoc_nha,nha_khuat_mat_tien,canh_nha_tang_le,mo_nghia_trang,nam_duoi_chan_cau_hoac_uong_ien_cao_the,nha_nam_trong_quy_hoach,at_dinh_tranh_chap_di_chuc_chua_ro_rang,at_khong_so,loai_at_neu_khac_thi_ien_bao_nhieu_at_o_bao_nhieu_at_nong_nghiep_at_trong_cay_lau_nam,gia_tri_tuong_lai,ngay_gia_chao_cuoi,gia_chot,gia_hien_tai
thanh trì,thị trấn văn điển,ngọc hồi,,31,31,5,nở hậu,xây 5–10 năm,,nội thất cơ bản,0,3,4,4.4,4.4,7.2,2.2,0,10,10,20,2.2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,0,0,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5600000000,6019066099
thanh trì,tả thanh oai,cầu bươu,,33.8,34,4,vuông,xây 5–10 năm,,nội thất cơ bản,0,4,4,3.7,3.7,9.1,1,0,15,15,10,2,3,0,1,lô góc 2 mặt thoáng,0,3.7,1,0,0,0,không,0,1,1,1,0,1,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,không sổ,100% đất thổ cư,không có,1/4/2025,2270000000,2031367146
thanh trì,đông mỹ,đại bàng,,37.4,38,1,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,4,4,8.4,5.5,0,1,1,1,5.5,1,1,0,"thoáng trước, sau",0,0,1,1,1,0,không,0,1,1,1,0,0,0,1,1,0,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,2850000000,2850000000
thanh trì,,vĩnh ninh,,50,50,5,nở hậu,mới xây xong,nhà khung cột,nội thất cơ bản,0,4,3,3.7,3.7,14,1.8,0,40,40,40,1.8,4,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5800000000,6092505733
thanh trì,,vạn phúc,,42.3,42.3,4,nở hậu,mới xây xong,nhà khung cột,chỉ có nội thất liền tường,0,4,3,4.3,4.3,9.9,2,0,10,10,95,2,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4350000000,4350000000
thanh trì,,vạn phúc,,50.8,50.8,0,nở hậu,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,3.5,3.5,12,4,0,0,0,35,4,2,1,0,lô góc 2 mặt thoáng,2,0,0,0,1,0,không,0,1,1,1,1,0,1,0,1,0,1,0,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,2900000000,2900000000
thanh trì,thanh liệt,kim giang,,40,40,5,vuông,xây 5–10 năm,,nội thất cơ bản,0,9,9,3.1,3.1,13.5,2.5,0,50,100,100,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,1,phòng trọ,480000000,1,1,1,0,0,1,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,7350000000,6619728861
thanh trì,,yên xá,,49,49,3,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,3,2,4.1,4.1,12,2.2,0,20,20,20,2.2,3,0,0,"thoáng trước, sau",0,2.4,1,0,0,0,không,0,1,1,1,1,0,1,0,1,1,1,0,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,1,không có quy hoạch,0,không sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,8230000000,8194577774
thanh trì,vĩnh quỳnh,quỳnh lân,quỳnh lân,41,41,1,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,3.2,3.2,13,2.5,0,20,200,200,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,0,0,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,nhỏ,không,không có,không có,0,có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,3150000000,3150000000
thanh trì,thanh liệt,kim giang,,47,47,4,vuông,xây 10–15 năm,,nội thất cơ bản,0,2,3,6,6,7.9,3,0,10,10,10,3,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,1,0,1,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,9500000000,8556112133
thanh trì,thanh liệt,kim giang,,37.6,37.6,5,nở hậu,xây 5–10 năm,,nội thất cơ bản,0,9,9,4,4,9.2,3,0,50,50,50,3,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,1,1,phòng trọ,300000000,1,1,1,0,0,1,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,7030000000,6331522978
thanh trì,tứ hiệp,cổ điển,,31,35,5,vuông,xây < 5 năm,,"nội thất giá trị cao, tiền tỷ",0,3,4,4.5,4.5,7,2,0,50,200,100,1.5,4,0,1,"thoáng trước, sau",0,0,1,0,1,0,không,0,1,1,1,0,0,1,1,1,1,0,1,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4800000000,"4,923,293,457.60"
thanh trì,,việt yên,,78,78,4,nở hậu,xây < 5 năm,nhà khung cột,"nội thất giá trị cao, tiền tỷ",0,4,4,7.6,7.6,11,1.8,0,30,30,30,1.7,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6400000000,6400000000
thanh trì,liên ninh,đường sông tô lịch,,40,40,3,vuông,xây 5–10 năm,,nội thất cơ bản,0,3,2,4.8,4.8,9,2,0,15,15,15,2,3,1,0,lô góc 2 mặt thoáng,0,0,1,0,1,0,không,0,1,0,0,0,0,0,1,1,0,0,1,không có,xung quanh ít nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,3200000000,3200000000
thanh trì,,vĩnh khang,,50,50,0,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,3.8,3.8,13,2.2,0,53,260,260,2.2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,4170000000,4170000000
thanh trì,,vạn phúc,,45.2,45.2,0,méo mó,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,4.5,4.5,11,5,0,0,0,0,5,1,1,0,lô góc 2 mặt thoáng,4,0,0,1,1,0,không,0,1,1,1,1,0,1,0,1,0,1,0,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,2890000000,2890000000
thanh trì,,đồng trì,,52,52,0,nở hậu,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,4.8,4.8,12,1.7,0,5,30,45,1.7,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,0,0,0,0,1,0,1,0,1,0,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4025000000,4025000000
thanh trì,,văn uyên,,42,42,0,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,8.9,8.9,5,2.5,0,5,5,5,2.5,3,0,0,"thoáng trước, sau",0,0.5,0,0,1,0,không,0,1,1,1,1,0,1,1,1,0,1,0,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,2600000000,2600000000
thanh trì,,trường thọ,hiếu nghĩa,60,60,2,vuông,xây < 5 năm,nhà khung cột,chỉ có nội thất liền tường,0,3,1,4,4,15,3.5,0,0,10,131,131,2,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5239000000,5239000000
thanh trì,đông mỹ,mỹ ả,mỹ ả,31.2,33,2,vuông,xây 5–10 năm,,nội thất cơ bản,0,2,1,4.2,4.2,7.5,2,0,10,10,10,2,3,1,0,lô góc 2 mặt thoáng,7.5,0,1,0,1,0,không,0,1,0,0,0,0,0,1,1,0,0,1,không có,xung quanh ít nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,2475000000,2475000000
thanh trì,,ích vịnh,,44,44,2,nở hậu,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,5.1,5.1,8,1.5,0,25,25,25,1.5,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,3010000000,3010000000
thanh trì,thanh liệt,phan trọng tuệ,,40,40,5,vuông,xây < 5 năm,,nội thất cơ bản,1,6,7,3.3,3.3,12,3,0,1,10,10,3,3,1,0,"thoáng trước, sau",0,3.3,1,0,1,0,không,0,1,1,1,1,1,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,6700000000,7689455163
thanh trì,,vạn phúc,,53.5,53.5,0,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,4,4,13.5,2.5,0,30,30,120,1.8,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,3690000000,3690000000
thanh trì,liên ninh,ao quan - thọ am,,62,62,4,vuông,mới xây xong,,nội thất cơ bản,0,4,5,4,4,20,2.5,0,10,10,10,2.5,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,0,0,0,0,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5390000000,5390000000
thanh trì,,yên xá,,40.4,40.4,4,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,4,3,3.4,3.4,11,2.5,0,45,45,45,2.2,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,0,1,1,1,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,6500000000,6472023758
thanh trì,,vạn phúc,,50.3,50.3,0,nở hậu,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,3.8,3.8,14,5,0,0,0,86,3.5,2,1,0,lô góc 2 mặt thoáng,1.7,0,0,0,1,0,không,0,1,1,1,1,0,1,0,1,0,1,0,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,nằm trong quy hoạch treo không khả thi,0,có sổ,100% đất thổ cư,không có,1/4/2025,3450000000,3450000000
thanh trì,,vĩnh ninh,,66,66,0,nở hậu,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,4,4,16,3.3,0,20,55,55,3,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4550000000,4779465705
thanh trì,tả thanh oai,cầu bươu,,33.5,35,5,nở hậu,xây < 5 năm,nhà khung cột,"nội thất giá trị cao, tiền tỷ",0,3,3,3.3,3.3,7,4,0,15,15,15,4,2,1,0,chỉ có 1 mặt tiền,0,0,1,1,1,0,kinh doanh,0,1,1,0,0,1,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,6500000000,5816690067
thanh trì,tả thanh oai,tả thanh oai,,36,36,5,nở hậu,xây < 5 năm,,nội thất cơ bản,0,3,4,4.2,4.2,8,2,0,20,20,20,2,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,0,0,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5500000000,5177708078
thanh trì,,vạn phúc,,62,62,0,nở hậu,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,3.8,3.8,16,4.5,0,0,0,0,4.5,1,1,0,chỉ có 1 mặt tiền,0,0,0,1,1,0,không,0,1,1,1,1,0,1,0,1,0,1,0,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,3165000000,3165000000
thanh trì,vĩnh quỳnh,quỳnh đô,,42,42,4,nở hậu,xây < 5 năm,,nội thất cơ bản,0,5,3,4.5,4.6,8,2,0,20,20,20,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,0,0,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4850000000,4850000000
thanh trì,,vạn phúc,,41.6,41.6,0,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,4.4,4.4,9.5,2.5,0,10,10,80,2.5,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,2630000000,2630000000
thanh trì,,yên mỹ,,58.5,58.5,3,vuông,xây 10–15 năm,nhà khung cột,nội thất cơ bản,0,4,3,4.5,4.5,12,2.5,0,35,35,35,2.5,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,0,0,1,0,1,0,1,0,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,3800000000,3800000000
thanh trì,tam hiệp,(7b.1)yên ngưu,,60,60,4,nở hậu,xây 5–10 năm,,nội thất cơ bản,0,4,3,5.3,5.3,12,6,0,1,1,1,6,1,1,0,lô góc 2 mặt thoáng,12,0,1,1,1,1,kinh doanh,100000000,1,1,1,0,0,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,7700000000,7700000000
thanh trì,tân triều,tân triều,,20,20,5,vuông,xây 5–10 năm,,nội thất cơ bản,0,2,3,2.8,2.8,9,2.5,0,100,200,200,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,0,0,0,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,3900000000,4083674022
thanh trì,tứ hiệp,cổ điển,,50,50,5,vuông,xây < 5 năm,,nội thất cơ bản,1,6,6,2.7,3.7,12,2,0,1,10,10,2,4,1,0,"thoáng trước, sau",2,12,1,1,1,1,không,0,1,1,1,0,0,0,1,1,1,0,1,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,8000000000,8000000000
thanh trì,,quỳnh đô,,40.7,40.7,4,méo mó,mới xây xong,nhà khung cột,chỉ có nội thất liền tường,0,4,3,4.3,4.3,9,3,0,10,185,185,1.6,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6050000000,6050000000
thanh trì,liên ninh,nội am,,47,47,4,vuông,xây < 5 năm,,nội thất cơ bản,0,4,5,3.7,3.7,13,4,0,10,10,10,4,1,1,0,"thoáng trước, sau",0,3.7,1,0,1,1,không,0,1,1,1,0,0,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5275000000,5275000000
thanh trì,,việt yên,,44.5,44.5,4,méo mó,mới xây xong,nhà khung cột,chỉ có nội thất liền tường,0,4,2,4.5,4.5,8,2,0,10,119,119,2,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5180000000,5180000000
thanh trì,tam hiệp,ngọc hồi,,45,45,4,nở hậu,xây 5–10 năm,,nội thất cơ bản,0,4,3,3,3,15,2.5,0,10,15,30,2.5,3,1,1,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,0,0,0,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5620000000,6040562764
thanh trì,,thôn tương chúc,,45.3,45.3,0,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,3.8,3.8,12.4,4.5,0,0,0,35,4.5,2,0,0,chỉ có 1 mặt tiền,0,0,0,0,1,0,không,0,1,1,1,1,0,1,0,1,0,1,0,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4545000000,4545000000
thanh trì,,việt yên,,41,45,5,vuông,mới xây xong,nhà khung cột,chỉ có nội thất liền tường,0,4,3,4.5,4.5,9,5,0,0,0,0,5,1,0,0,lô góc 2 mặt thoáng,1.5,0,0,0,1,1,không,0,1,1,1,1,0,1,0,1,0,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6600000000,6600000000
thanh trì,thanh liệt,nghiêm xuân yêm,,40.8,42,5,vuông,xây 5–10 năm,,nội thất cơ bản,0,6,3,3.1,3.1,14,3,0,15,15,20,3,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,0,0,1,1,1,1,0,1,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,7000000000,7000000000
thanh trì,,đại lộ,thanh niên,99,99,0,méo mó,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,5.8,5.8,18,2.5,0,0,15,15,2.5,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,0,1,0,dưới 100m,xung quanh ít nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,4750000000,4750000000
thanh trì,thanh liệt,kim giang,,33.4,33.4,5,vuông,xây 5–10 năm,,nội thất cơ bản,0,5,4,1.3,1.3,14.3,5,0,20,20,20,1.3,4,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,1,0,1,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,>=50%,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5390000000,4854467831
thanh trì,đông mỹ,đông mỹ,đại đồng,45.2,45.2,4,nở hậu,xây < 5 năm,,nội thất cơ bản,0,3,4,4.7,4.7,9.7,2,0,1,15,10,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,1,0,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5100000000,5042419355
thanh trì,,tựu liệt,,59,59,5,thóp hậu < 20% so với mặt tiền,mới xây xong,nhà khung cột,chỉ có nội thất liền tường,1,6,3,3.6,3.6,15,2.5,0,5,5,316,1.5,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,0,0,1,0,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,7700000000,8048588871
thanh trì,thanh liệt,kim giang,,39.6,39.6,4,vuông,xây 10–15 năm,,nội thất cơ bản,0,4,3,3.6,3.6,12.6,2.5,0,10,10,15,2.5,3,1,0,lô góc 2 mặt thoáng,12.6,0,1,0,1,0,không,0,1,1,1,0,0,1,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,6380000000,5746104780
thanh trì,,tứ hiệp,,59,59,1,thóp hậu < 20% so với mặt tiền,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,4,4,14,3.5,0,20,20,150,3.5,2,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,phòng trọ,0,1,1,1,1,0,1,1,1,1,1,0,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,8300000000,8300000000
thanh trì,tứ hiệp,ngọc hồi,,30,30,5,nở hậu,xây < 5 năm,,nội thất cơ bản,0,3,4,3.7,3.7,7.3,2,0,10,20,20,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,0,0,1,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5650000000,6072807761
thanh trì,hữu hoà,hữu lê,,32,35,5,nở hậu,xây 5–10 năm,,nội thất cơ bản,0,3,4,4,4,8,2,0,10,15,15,2,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,0,1,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,>=50%,không có,không có,1,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4600000000,3767549064
thanh trì,liên ninh,nội am,,42,42,4,vuông,xây < 5 năm,,nội thất cơ bản,0,4,5,4.3,4.3,10,3,0,15,20,20,3,3,1,0,"thoáng trước, sau",0,0,1,0,1,0,không,0,1,1,1,0,0,0,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4920000000,4920000000
